ID,name,eur_value,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk
234184,T. Koga,130000,2,5,Medium,Medium,Right,36,22,54,61,20,31,27,28,39,59,72,67,46,49,60,30,71,70,72,15,43,53,28,30,32,47,46,55,54,
232906,K. Oshima,160000,2,3,Medium,Medium,Right,25,60,51,42,51,55,38,30,27,52,70,76,77,55,74,44,70,60,45,47,31,12,60,40,61,47,12,13,15,
237258,J. Holland,130000,3,3,High,Medium,Left,48,44,43,55,47,57,56,46,53,54,73,67,58,51,67,59,59,69,57,57,49,33,51,54,54,56,41,38,40,
239306,J. Bataille,190000,3,3,Medium,Medium,Right,53,44,40,54,52,59,49,38,49,54,70,63,67,58,76,55,54,48,36,36,29,25,45,51,56,48,17,30,23,
229579,A. Accardi,110000,2,3,Medium,Medium,Right,47,30,50,52,32,36,24,25,49,43,68,61,46,48,66,58,68,57,59,46,54,51,37,31,40,47,53,59,60,
240331,P. Camará,160000,2,3,Medium,Medium,Right,34,55,54,42,37,54,33,25,28,49,78,80,59,45,64,57,58,53,60,55,27,13,54,41,58,46,14,18,15,
240845,M. Agaronyan,190000,3,3,High,Low,Right,45,51,47,51,48,64,45,40,45,55,75,75,61,47,76,54,55,54,49,53,32,13,48,50,55,47,23,19,28,
241101,P. Petlach,170000,2,3,Medium,Medium,Right,26,18,53,30,19,27,24,29,28,31,63,64,42,47,56,38,70,55,71,23,46,56,28,16,40,44,57,58,54,
232654,L. Malagón,130000,1,2,Medium,Medium,Right,11,9,13,25,5,8,13,13,17,16,25,24,21,38,44,24,59,21,51,6,27,13,4,28,14,32,5,10,14,56
232910,S. Takahashi,100000,2,3,Medium,Medium,Right,23,23,40,32,26,25,29,26,25,25,65,65,45,41,64,38,72,57,63,22,54,57,22,33,31,47,57,65,63,
233678,M. Yamada,110000,2,2,Low,Medium,Left,34,30,55,49,35,31,30,28,53,42,73,70,63,55,50,38,53,63,76,27,47,54,42,33,36,52,50,57,52,
238031,A. Bonilla,150000,3,3,High,Medium,Right,39,34,49,58,44,51,37,37,54,56,67,62,58,46,72,52,60,69,50,47,52,56,55,48,43,44,54,54,48,
240079,T. Tarcan,140000,3,3,Medium,Medium,Right,58,47,33,53,44,65,48,33,49,60,70,54,74,47,70,58,36,34,53,36,44,25,53,48,50,46,19,23,26,
240335,B. Jacobsen,120000,2,3,Medium,Medium,Right,32,40,54,60,34,60,36,33,58,59,69,61,58,54,60,50,58,61,58,32,51,48,54,45,37,50,53,56,57,
240591,M. Veenhoven,120000,2,3,Medium,High,Right,52,37,56,65,45,55,44,48,59,52,64,68,53,52,61,64,61,57,58,51,61,48,55,55,49,48,48,54,61,
211152,M. Al Olayan,110000,2,2,Medium,Medium,Right,35,41,43,61,44,62,49,45,53,61,65,66,65,57,74,53,62,70,62,46,51,42,47,57,47,64,48,59,52,
240080,Y. Vandersmissen,130000,2,3,Medium,Medium,Left,56,22,43,52,21,43,29,33,41,45,59,54,57,53,65,33,56,54,56,27,55,55,38,36,41,46,55,57,62,
225234,J. Edwards,200000,3,3,Medium,Medium,Right,29,61,48,42,45,52,38,32,28,54,79,80,75,54,72,55,65,58,60,42,29,20,46,44,61,51,12,11,13,
240850,R. Normatov,170000,2,2,Low,Medium,Right,53,34,53,38,29,66,32,35,33,44,65,59,52,53,76,34,56,55,45,28,58,51,52,43,44,43,52,60,66,
240083,V. Aleynikov,100000,2,2,Medium,Medium,Right,60,50,55,64,62,55,55,40,58,61,54,50,65,51,61,55,65,37,57,53,64,55,38,44,35,49,58,50,53,
240851,A. Osipov,170000,2,3,Medium,Medium,Right,30,21,52,37,28,34,30,30,26,32,61,61,45,53,62,44,74,57,51,27,53,51,31,30,44,42,54,69,59,
236244,T. Sibbick,130000,2,3,Medium,Medium,Right,46,24,48,52,27,50,25,23,47,54,70,72,58,49,59,38,70,68,65,24,48,48,45,35,34,40,56,58,54,
226261,C. Ainley,190000,3,2,Medium,Medium,Right,48,47,39,59,32,56,37,31,58,52,71,68,75,45,79,41,62,58,41,33,32,25,47,53,39,53,35,40,42,
232150,J. Bonner,110000,2,2,Medium,Medium,Left,55,40,24,58,38,60,59,55,56,63,67,52,82,51,87,50,44,49,38,50,45,43,52,61,37,58,31,42,38,
238806,D. Breitfelder,150000,2,3,Medium,Medium,Right,31,61,59,46,47,48,36,27,29,52,56,56,58,53,56,53,78,55,74,49,42,28,49,42,53,49,22,24,19,
237015,M. Qvist,100000,2,3,Medium,Medium,Left,22,28,64,59,25,59,27,20,42,57,68,65,37,52,44,42,38,64,78,15,44,52,32,43,38,57,57,62,54,
239575,G. Nyamsi,130000,2,2,Medium,Medium,Right,32,20,56,32,27,28,33,29,30,35,52,52,45,50,44,45,71,58,81,23,53,51,29,31,43,49,52,58,53,
235736,K. Sterling,190000,2,2,Medium,Medium,Right,36,60,46,43,41,56,43,38,30,51,73,76,70,57,73,51,63,50,48,49,42,15,59,42,55,48,12,13,19,
218585,S. Griffin,120000,2,2,Medium,Medium,Left,50,32,50,53,31,52,34,32,48,49,63,76,72,54,69,28,59,60,49,26,53,50,51,40,42,51,57,54,53,
236761,O. Iyoha,180000,2,3,Medium,Medium,Left,26,24,43,59,24,35,21,28,47,45,49,54,60,58,68,39,68,68,60,24,39,51,24,28,36,46,56,68,51,
240601,T. Te Duits,150000,1,3,Medium,Medium,Left,12,9,10,19,7,12,13,12,24,15,21,24,29,50,27,20,38,14,37,11,27,11,8,26,10,24,6,10,14,56
229082,O. Abildgaard,140000,2,3,Medium,Medium,Left,51,32,58,61,35,48,37,39,56,58,63,56,68,50,67,50,69,68,58,42,61,48,54,56,45,44,42,48,45,
238298,M. Miño,160000,1,2,Medium,Medium,Right,10,8,12,25,7,5,13,14,24,14,18,17,38,54,48,23,61,25,50,7,16,9,4,28,14,33,7,12,13,56
225756,G. Blackwood,150000,2,2,Medium,Medium,Right,40,57,55,44,44,56,36,41,33,55,65,73,62,50,52,56,65,55,65,45,40,17,51,45,53,56,19,28,26,
235741,C. Lokolingoy,200000,3,3,Medium,Medium,Right,35,55,52,42,41,54,32,28,31,52,85,88,72,40,54,55,63,58,77,45,62,18,47,39,57,49,17,15,18,
237278,A. Reid,140000,3,3,High,Low,Right,40,58,47,49,48,58,35,33,35,57,77,67,86,51,89,54,66,51,42,49,28,11,55,49,62,51,18,16,17,
231647,M. Asiri,80000,1,3,Medium,Medium,Right,14,15,14,30,13,12,11,12,29,17,36,39,43,48,44,17,48,35,51,18,38,12,15,49,16,43,16,12,15,56
237279,S. Shome,140000,2,3,Medium,Medium,Right,49,45,39,62,54,59,52,53,55,60,65,60,72,45,78,58,55,55,61,59,55,34,50,58,60,55,35,39,37,
237536,M. İnan,180000,2,3,Medium,Medium,Right,41,33,52,66,41,54,41,48,62,55,67,63,56,57,63,67,64,53,53,48,60,44,49,48,47,43,47,50,55,
235745,M. Iliadis,110000,1,2,Medium,Medium,Right,14,6,11,22,6,13,13,13,24,13,17,24,38,40,46,21,58,17,56,6,22,8,4,38,10,38,5,14,14,56
239585,E. Ngassaki Ndongo,140000,2,2,Medium,Low,Right,37,59,62,44,42,52,37,42,32,52,73,71,72,51,76,55,64,48,34,53,32,10,55,54,60,46,14,12,15,
217826,J. Laurent,140000,2,3,High,High,Right,57,58,39,63,46,59,48,40,55,62,77,74,61,39,64,55,48,68,64,51,35,24,51,58,46,53,39,36,30,
239074,S. Aw,170000,2,3,High,Medium,Left,59,23,42,51,22,51,30,29,41,56,78,77,56,45,81,31,66,57,47,30,51,47,49,34,36,46,44,56,57,
225251,J. Soltvedt,130000,2,3,Medium,Medium,Left,51,50,47,58,43,56,51,38,52,57,71,69,57,52,72,60,64,64,58,52,57,46,52,53,52,43,40,42,54,
228067,Kim Tae Ho,90000,1,3,Medium,Medium,Right,20,14,18,24,11,16,13,14,26,22,36,48,32,56,54,22,54,21,61,16,26,16,18,48,24,32,15,19,20,56
241123,F. Antúnez,190000,3,3,Medium,Medium,Right,38,55,53,54,41,55,40,32,41,52,72,71,66,51,71,58,59,50,58,61,32,18,51,50,69,50,14,15,19,
232421,J. Orobio,130000,1,2,Medium,Medium,Right,10,7,12,21,5,10,14,12,24,14,16,16,25,55,41,20,61,26,54,9,23,14,8,26,19,30,5,11,11,56
235493,T. Abdullah,140000,2,3,Medium,Medium,Right,48,28,36,49,20,52,28,31,47,47,65,71,57,54,90,28,70,63,38,23,46,49,39,43,37,38,60,59,57,
237798,M. Okino,200000,2,3,Medium,Medium,Right,49,49,41,56,48,45,45,30,51,56,79,76,86,51,87,60,65,65,43,45,34,24,52,57,54,48,20,27,29,
232168,M. Hollingsworth,120000,3,2,Medium,High,Left,46,57,60,57,46,53,48,51,48,59,66,73,65,51,75,60,65,63,51,52,58,50,56,46,55,54,56,52,54,
235240,A. Fagerström,80000,1,2,Medium,Medium,Right,10,10,10,16,6,8,13,9,21,16,37,36,42,46,41,16,58,23,57,8,22,16,3,23,15,21,8,13,13,56
238056,J. Masson,180000,2,2,Medium,Medium,Left,42,31,58,61,34,49,40,35,50,52,55,62,44,50,53,44,62,59,64,29,61,56,28,41,46,47,54,59,53,
220137,T. Christensen,160000,2,3,Medium,Medium,Right,57,53,32,59,44,65,69,61,56,59,78,71,81,71,84,49,54,52,34,56,70,32,60,58,39,50,31,42,39,
172521,M. Pedersen,90000,2,3,Medium,Medium,Right,62,31,48,53,39,59,33,35,48,55,74,78,59,52,50,42,30,33,68,43,27,52,53,54,31,52,52,51,54,
231146,W. Al Enazi,110000,1,3,Medium,Medium,Right,13,8,12,23,6,7,14,14,23,12,30,44,35,47,42,22,42,25,54,5,22,10,4,53,16,23,7,12,10,56
240362,A. Bolivar,120000,2,3,Medium,Medium,Right,49,37,54,62,35,53,45,42,58,57,64,61,54,52,75,55,55,52,56,37,64,51,42,45,48,40,48,53,58,
239339,V. Jovic,160000,1,2,Medium,Medium,Right,15,13,12,24,13,14,12,13,26,21,45,40,33,59,36,22,60,30,69,12,38,17,12,36,23,38,13,12,11,56
239595,N. Rodes,140000,2,3,Medium,Medium,Right,41,26,54,62,28,44,34,37,56,52,61,59,55,57,68,53,63,55,48,32,63,48,39,37,45,46,57,56,58,
235244,R. Nicolaisen,180000,2,3,Medium,High,Left,32,17,56,49,19,26,30,29,41,45,58,64,44,45,53,35,73,63,69,24,56,52,25,32,27,46,45,59,54,
239853,M. Kryeziu,140000,2,2,Medium,Medium,Right,24,21,53,35,16,28,15,15,26,41,51,41,58,55,68,23,49,61,77,18,62,60,16,18,19,61,53,54,50,
226031,A. Lazutkin,130000,2,2,Medium,Medium,Right,32,29,60,33,31,26,27,35,33,32,57,51,79,47,71,38,72,53,57,29,64,51,33,31,42,47,57,60,59,
232943,M. Place,160000,2,3,Medium,Medium,Right,50,52,46,56,44,57,53,44,48,57,72,71,64,42,60,48,58,59,46,43,43,28,48,55,46,57,36,44,40,
236015,M. Gibbs-White,200000,3,3,Medium,Medium,Right,45,45,38,60,39,66,47,44,54,62,71,66,63,51,76,44,59,58,39,42,39,41,46,54,43,61,49,41,35,
231152,A. Maikkula,130000,2,2,Medium,Medium,Right,51,23,38,50,25,46,29,32,45,53,72,75,73,48,71,38,57,62,55,22,55,50,39,46,31,62,56,55,57,
233202,A. Al Salman,120000,3,3,High,Medium,Left,60,41,33,55,36,60,49,33,45,55,70,72,66,50,69,52,39,53,45,46,32,17,42,47,50,50,23,33,38,
216563,C. Martin,140000,3,3,Medium,Low,Right,54,50,54,61,45,56,54,51,53,58,65,64,71,43,70,46,44,62,46,43,45,28,46,56,43,59,43,41,49,
236531,R. Currie,200000,2,3,Medium,Medium,Right,32,63,52,41,44,53,38,31,30,50,73,75,54,48,66,54,64,50,56,53,36,12,53,48,64,44,12,15,14,
228596,E. Kaja,140000,3,3,Medium,Medium,Right,56,50,36,52,45,57,39,50,48,60,70,74,68,50,70,46,80,62,72,41,39,25,43,61,46,56,39,48,46,
238326,M. Candlin,180000,3,3,Medium,Medium,Right,27,57,55,44,53,43,32,33,33,52,76,75,69,53,67,58,76,51,69,49,28,13,47,44,60,49,14,17,17,
240119,K. Michalak,190000,3,2,Medium,Medium,Right,52,44,50,57,32,57,43,33,53,57,74,76,64,49,75,44,59,55,40,29,58,30,43,47,42,49,41,43,49,
223224,M. Jakoliš,160000,2,3,Medium,Medium,Right,59,58,57,54,54,57,38,43,35,62,64,67,71,52,68,55,65,35,46,56,33,12,49,47,54,48,14,19,13,
232696,D. Ogawa,90000,2,3,Medium,Medium,Right,56,25,38,31,25,52,31,26,23,34,71,67,70,54,73,24,56,73,76,22,54,52,44,35,38,32,45,64,62,
236536,J. Sievers,110000,1,3,Medium,Medium,Left,14,12,14,28,10,11,20,15,30,17,40,45,42,49,39,34,51,28,41,16,21,14,5,36,21,22,5,10,10,56
218873,T. Paterok,90000,1,2,Medium,Medium,Right,15,13,12,27,16,19,18,14,26,20,33,34,39,47,38,27,59,34,55,16,20,15,15,22,21,35,15,16,14,56
236027,J. Brown,170000,2,3,Medium,Medium,Right,48,23,51,45,25,50,38,30,37,54,72,69,63,50,65,42,70,65,66,30,58,51,42,40,33,41,52,55,53,
238076,M. Bersano,90000,1,2,Medium,Medium,Right,20,12,16,31,17,16,20,18,38,15,35,38,52,56,40,22,62,36,51,24,29,24,14,49,25,48,11,18,19,56
236029,C. Cockerill-Mollett,170000,2,2,High,Medium,Left,51,29,44,39,28,54,31,25,34,50,77,74,67,48,70,49,62,60,61,21,61,50,44,38,33,51,49,60,56,
236798,D. Lemus,150000,2,2,Medium,Medium,Left,43,24,38,41,25,46,25,30,22,42,77,72,63,53,69,22,63,73,54,27,54,57,44,37,33,36,49,57,55,
232704,T. Ominami,170000,2,3,Medium,Medium,Right,22,24,49,33,24,27,23,24,25,30,79,83,51,55,55,29,83,72,74,22,52,52,22,32,35,57,50,56,54,
53506,D. Coyne,10000,1,3,Medium,Medium,Right,13,11,15,28,11,20,19,12,26,31,36,33,48,62,58,21,66,37,76,17,36,22,13,33,17,57,20,16,19,55
201475,S. Grimes,60000,2,3,Medium,Medium,Left,54,37,52,55,35,44,43,36,52,53,50,48,42,50,54,53,54,61,64,42,69,53,47,49,41,53,56,57,54,
235011,E. Eikeng,130000,3,3,Medium,Medium,Right,55,40,50,50,48,55,50,33,41,55,78,78,70,49,58,60,51,71,68,42,34,40,51,48,50,51,40,51,50,
231172,J. Holmes,160000,1,2,Medium,Medium,Right,11,8,14,52,9,12,12,11,40,40,30,26,40,50,39,17,52,41,64,5,40,9,4,32,11,40,9,22,11,55
230661,N. Hunziker,170000,2,2,Medium,Medium,Right,29,63,60,46,44,50,42,30,37,48,43,52,56,47,90,53,91,57,61,51,35,18,56,42,65,42,15,16,19,
238343,D. Mushitu,180000,2,2,Medium,Medium,Right,31,56,54,47,43,52,34,22,45,53,66,72,73,42,58,46,62,59,66,41,30,26,55,39,52,50,11,18,15,
228106,P. O'Connor,110000,2,3,Medium,Medium,Right,22,17,55,43,21,25,27,22,45,38,55,52,53,47,62,34,70,67,71,16,43,51,30,35,24,49,55,57,55,
239370,M. Krüger,140000,2,3,Medium,Medium,Left,50,40,52,54,30,52,32,29,41,53,67,60,53,52,57,45,60,60,70,38,57,54,42,41,45,42,51,55,52,
239882,J. Tibbetts,110000,1,2,Medium,Medium,Right,18,5,12,20,6,9,12,10,31,15,20,28,38,43,49,27,56,27,40,8,25,10,4,34,14,29,5,12,14,55
234507,M. Rafique,0,2,3,High,High,Right,52,45,49,63,47,54,39,48,60,56,68,67,74,48,79,52,56,61,42,39,55,41,53,48,46,42,42,48,52,
236811,R. Balanta,120000,2,3,Medium,Medium,Right,32,56,53,39,42,53,35,31,26,51,69,68,60,52,75,60,63,57,56,47,32,14,53,49,57,48,13,17,16,
238091,C. Borchgrevink,140000,2,2,High,Medium,Right,56,30,47,55,28,52,51,34,49,48,72,66,58,51,68,34,59,55,51,29,56,48,48,44,41,45,46,56,55,
229132,B. Clayton,150000,3,3,Medium,Medium,Left,11,57,49,47,44,53,32,31,33,49,72,63,60,58,68,53,57,57,44,52,44,22,54,39,60,44,21,19,29,
239885,Choe Song Hyok,190000,3,3,High,Low,Right,52,52,43,52,42,59,48,41,51,58,66,64,57,53,76,68,45,39,41,41,29,18,48,45,51,48,18,25,26,
235535,R. Lovett,120000,1,1,Medium,Medium,Right,12,6,11,19,7,7,10,10,23,19,36,30,48,36,42,18,60,20,38,6,12,8,4,15,11,17,9,13,12,55
217616,I. Camara,120000,2,2,Medium,Medium,Right,39,56,50,54,33,53,37,33,35,56,65,60,66,50,72,52,64,46,62,45,53,28,54,40,43,54,29,37,35,
233232,P. Fritsch,160000,2,3,Medium,Medium,Right,37,30,52,54,30,39,33,36,48,44,52,52,65,49,65,47,79,35,67,28,48,52,29,36,35,43,51,56,54,
230673,M. Żebrakowski,200000,3,2,Medium,Medium,Right,28,58,69,40,40,45,31,24,30,51,52,41,45,47,43,50,65,57,88,47,53,32,54,48,55,50,25,23,21,
240657,F. Ravaglia,140000,1,3,Medium,Medium,Right,11,6,13,19,9,9,14,13,21,19,35,39,41,41,34,18,45,43,48,9,18,10,10,21,19,23,6,13,10,55
228114,Herson Alves,150000,3,4,Medium,Medium,Right,32,61,50,49,42,51,35,32,29,57,67,71,57,48,67,52,58,58,60,46,31,12,43,43,67,48,19,16,20,
229142,J. Ferry,190000,2,3,High,Medium,Right,46,39,47,67,44,54,52,43,64,57,68,63,66,55,66,56,55,53,43,37,45,29,47,50,53,58,36,45,44,
219671,T. Whitehead,100000,2,2,Medium,Medium,Right,45,33,39,51,41,43,37,36,47,51,53,54,65,53,49,48,57,56,67,40,49,55,37,45,28,50,55,55,54,
232986,K. Ishihara,30000,3,3,Medium,Medium,Right,54,52,43,57,47,56,44,48,55,59,36,38,65,57,75,53,68,36,56,54,48,51,47,55,50,47,49,51,50,
239643,L. Rowe,180000,2,3,Medium,Medium,Right,31,58,59,46,47,52,30,25,22,54,45,49,45,42,56,53,60,59,70,47,54,22,55,42,58,45,26,23,19,
235549,A. Ramalingom,120000,2,3,Medium,Medium,Right,32,63,64,48,41,51,38,30,32,44,52,51,56,56,73,51,63,54,48,56,28,17,49,43,69,52,11,11,14,
237345,T. Byrne,160000,3,3,Medium,Medium,Right,58,56,51,46,50,55,55,52,32,52,74,70,69,44,67,52,59,55,34,51,61,20,53,54,53,49,18,18,16,
240418,F. Serena,170000,3,2,Medium,Medium,Right,41,37,50,64,31,46,46,51,59,52,63,62,68,51,63,52,58,61,58,51,49,45,39,58,39,53,49,55,51,
239395,P. Pannier,160000,3,4,Medium,Medium,Right,57,35,48,59,40,52,56,47,57,56,60,60,66,55,69,60,63,62,53,46,52,41,47,58,45,46,32,35,40,
237349,J. Bergman,110000,2,3,Medium,Medium,Right,48,31,43,55,22,52,27,30,51,53,63,61,57,55,62,35,55,55,53,38,55,55,46,35,37,48,51,55,54,
170280,J. McKeown,70000,1,3,Medium,Medium,Right,16,11,13,28,11,13,11,14,27,20,40,48,40,60,50,20,59,41,65,11,32,19,11,32,11,53,11,15,13,55
228393,R. Kling,120000,2,3,Medium,Medium,Right,52,51,43,58,53,54,54,48,55,56,52,64,64,47,77,53,60,54,41,50,59,51,52,54,48,54,52,53,53,
240425,M. Al Khaibari,150000,3,3,Medium,Medium,Right,44,47,33,55,38,57,43,42,52,56,66,73,78,53,81,55,55,41,38,35,39,29,48,51,48,58,49,54,48,
240681,J. Hoekstra,150000,1,3,Medium,Medium,Right,11,8,13,25,5,10,11,13,28,11,25,22,37,39,23,19,30,24,46,9,27,12,7,37,18,21,5,14,14,55
219947,A. Al Meshaweh,110000,1,3,Medium,Medium,Right,20,16,14,22,13,16,19,17,17,15,40,42,38,50,54,16,53,28,58,19,20,22,13,52,17,27,13,20,14,55
239404,D. Sato,120000,2,3,High,Medium,Left,54,34,43,53,24,55,27,33,58,46,63,66,78,45,83,20,83,65,42,21,47,47,49,50,34,52,48,58,59,
237358,O. Kindlund,130000,2,3,Medium,Medium,Right,39,44,40,59,35,58,32,32,55,58,66,66,62,58,66,52,65,61,58,37,52,54,51,48,39,45,35,44,47,
239410,M. Kos,110000,1,2,Medium,Medium,Right,12,9,14,22,12,13,10,11,20,14,37,40,42,55,48,18,61,25,49,11,19,13,8,26,14,25,9,11,12,55
222003,J. Hyland,130000,2,3,Medium,Medium,Right,44,54,42,58,49,53,52,43,54,57,59,62,64,48,65,53,57,59,45,54,46,56,49,54,49,53,51,54,53,
233523,A. Agouda,180000,2,3,Medium,Medium,Right,31,57,52,44,40,45,41,31,33,52,73,73,69,53,80,47,66,59,56,51,33,16,55,46,58,45,19,23,19,
228660,G. Fanucchi,150000,2,3,Medium,Medium,Right,55,45,38,53,44,59,44,36,47,55,69,64,58,51,75,51,45,44,48,35,35,21,52,49,58,51,31,29,24,
240694,A. Ba,160000,2,3,Medium,Medium,Right,42,32,55,61,39,52,35,39,60,53,66,60,51,56,65,51,56,56,55,42,65,52,53,46,45,41,55,45,46,
227895,K. Twardek,150000,3,3,Medium,Medium,Right,48,43,55,52,34,56,43,38,46,52,73,69,57,52,54,55,56,62,64,53,43,42,49,51,36,53,38,36,39,
237885,C. Tovar,170000,2,3,Low,Medium,Right,20,20,52,38,28,22,21,21,23,36,61,66,46,55,65,38,73,63,59,15,55,54,22,30,33,36,53,56,59,
238910,A. Al Assiri,70000,2,3,Medium,Medium,Left,47,25,52,37,24,52,25,34,26,37,72,66,57,52,67,22,58,68,72,29,47,53,47,31,38,33,48,60,54,
234559,M. Phillips,170000,2,3,Medium,Medium,Right,41,34,53,60,31,46,40,42,58,54,60,61,59,53,68,52,55,54,58,49,64,48,52,50,46,48,52,54,52,
149824,D. Mulcahy,10000,2,3,Medium,High,Right,52,35,51,49,44,43,48,47,53,52,27,30,38,54,52,56,32,34,67,53,68,52,54,55,43,59,52,53,51,
225602,V. Ocampo,110000,2,2,Medium,Medium,Right,28,15,50,48,23,38,30,30,34,34,60,60,67,52,68,34,70,76,57,25,46,57,28,31,37,42,53,57,58,
229698,F. Shomotun,160000,4,3,Medium,Low,Left,42,39,35,45,36,63,47,42,37,52,78,77,78,50,82,42,45,34,42,39,38,23,52,64,44,47,22,28,26,
208453,K. Farragher,90000,2,2,Low,High,Right,30,23,59,42,23,28,27,27,33,35,38,41,39,50,52,36,70,51,61,22,63,51,19,26,38,49,53,56,52,
226117,R. MacLean,150000,3,3,Medium,Medium,Right,52,51,36,53,38,58,43,32,45,59,72,71,59,38,80,53,29,35,31,41,26,21,50,53,55,48,23,32,25,
239429,G. Taipi,120000,3,3,Medium,Medium,Left,51,43,32,56,43,57,49,42,47,59,55,64,72,41,72,57,54,48,40,46,28,27,45,63,42,55,33,26,29,
240453,S. Niakate,160000,2,3,Medium,Medium,Right,23,21,53,28,28,31,29,26,30,39,61,59,45,55,65,35,66,63,59,25,58,55,32,31,40,48,53,58,58,
240454,F. Wadja,120000,2,3,Medium,Medium,Right,55,31,65,63,41,45,35,39,58,52,66,67,52,53,65,51,64,63,65,41,64,60,48,50,48,49,62,63,61,
238408,C. De las Salas,170000,2,3,Medium,Medium,Left,45,21,47,41,21,49,30,27,21,43,73,71,61,49,62,26,56,64,52,25,52,56,41,34,36,31,49,55,54,
240200,Y. De Nayer,150000,1,3,Medium,Medium,Right,13,7,14,28,6,5,13,14,22,18,19,19,39,42,47,18,63,18,50,9,24,14,4,22,17,27,8,14,13,55
232009,D. Feka,140000,2,3,Medium,Medium,Left,52,37,50,57,40,58,50,42,53,57,65,66,73,46,68,44,72,64,56,36,49,50,34,48,39,44,52,55,57,
239947,R. Meraz,160000,2,2,Low,Medium,Right,44,37,55,59,38,60,47,39,55,56,45,51,34,53,64,58,61,34,60,41,61,53,39,47,52,47,54,57,58,
233293,D. Rodríguez,120000,1,3,Medium,Medium,Right,11,5,11,21,5,13,11,13,23,12,19,25,22,41,27,15,33,18,59,8,18,11,7,31,12,26,5,12,13,55
239695,M. Karaahmet,180000,3,3,Medium,Medium,Right,32,58,42,46,54,61,48,32,34,59,68,66,74,48,80,55,57,59,64,45,35,25,49,40,44,46,17,13,14,
240208,R. Bennett,110000,2,3,Medium,Medium,Left,27,62,64,37,47,49,29,24,20,48,52,56,52,46,40,52,62,61,80,49,46,19,46,43,54,58,20,20,21,
240209,G. Koyalipou,180000,2,2,Medium,Medium,Right,42,55,55,54,39,51,41,42,38,52,68,63,59,58,64,48,62,50,46,47,34,22,57,47,60,48,14,14,20,
238930,T. Deters,120000,2,2,Medium,Medium,Right,43,28,42,60,33,49,30,30,56,53,65,66,79,53,75,47,58,77,62,38,52,47,54,52,42,39,37,46,40,
241235,A. El Ouazzane,120000,1,3,Medium,Medium,Right,11,9,12,22,9,5,13,14,24,14,23,24,28,50,45,23,56,21,35,6,17,9,7,37,19,31,5,13,14,55
230997,A. Dannah,120000,2,3,Low,Medium,Right,26,23,53,50,29,25,21,24,45,35,65,56,52,49,33,30,48,50,73,19,56,51,27,31,30,44,52,54,56,
239445,L. White,180000,3,3,High,Medium,Right,53,47,35,49,40,60,45,40,41,54,77,78,63,45,78,53,45,60,42,38,28,27,42,44,53,44,24,23,31,
232791,S. Kanazawa,40000,2,3,Low,High,Right,53,45,47,63,35,59,36,37,58,63,47,42,66,52,73,67,69,33,46,72,61,47,37,48,39,52,52,56,55,
235863,M. Varnier,130000,2,3,Low,High,Right,33,29,55,31,35,28,32,30,31,33,60,67,49,45,55,38,72,63,65,29,48,58,33,37,30,49,48,59,54,
237911,K. Wakasugi,130000,3,3,Medium,Medium,Left,38,44,43,56,51,61,53,55,42,57,74,67,77,45,74,49,52,60,63,37,33,28,40,53,47,39,21,16,22,
211289,L. Taurino,120000,3,2,Medium,Medium,Right,49,44,35,51,46,61,54,44,49,63,74,76,89,52,84,54,58,43,38,41,43,24,38,49,52,58,35,29,38,
209244,M. Barker,100000,2,2,Medium,Medium,Right,53,44,49,53,43,52,43,35,52,51,65,60,62,51,58,47,60,65,56,47,54,45,42,38,37,46,51,55,53,
237405,J. Osborne,120000,2,3,Medium,Medium,Right,46,50,44,60,36,55,45,33,56,55,64,64,57,54,73,52,62,58,60,60,52,42,49,48,42,58,48,40,44,
237150,J. Lindström,100000,2,3,Medium,Medium,Right,48,29,39,54,27,57,32,27,47,55,66,60,63,54,73,31,61,69,58,33,46,46,48,48,33,51,53,54,53,
240478,F. Gürden,160000,2,3,Medium,Medium,Right,43,36,60,63,37,53,48,40,55,54,56,55,53,52,64,56,61,54,50,35,64,50,38,49,47,49,46,54,58,
182366,D. Dennehy,70000,2,3,Medium,Medium,Left,27,22,57,41,28,22,30,27,35,32,31,41,30,51,30,45,68,71,76,23,54,52,44,37,37,43,53,54,52,
237920,B. Bronico,120000,3,3,Medium,Medium,Right,49,53,32,55,39,55,46,31,48,59,65,55,53,56,71,53,38,51,49,41,38,23,48,46,55,51,39,27,25,
238177,A. Hartigan,170000,3,3,Medium,Medium,Right,50,54,45,60,40,54,48,42,52,56,68,70,60,52,72,54,65,64,60,55,45,30,52,52,48,58,48,54,51,
236898,M. Aebischer,150000,2,3,Medium,Medium,Right,57,49,47,62,29,50,35,38,60,60,54,47,52,48,65,51,62,72,60,38,61,48,40,46,41,54,46,48,55,
237154,F. O'Mara,110000,2,2,Medium,High,Right,26,15,62,34,18,22,24,21,38,38,59,69,49,50,60,37,81,67,70,23,59,43,27,26,31,37,46,53,58,
232803,N. Maeda,120000,3,3,Medium,Medium,Left,33,51,52,63,49,47,49,44,48,41,71,69,56,54,76,51,75,58,57,47,25,11,47,64,64,47,13,16,14,
